name,easting_m,northing_m,working_platform_level_m,diameter_m,total_length_m,zone_name,,,,,,
CMC-335,502978.357,2443906.192,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-336,502977.462,2443907.754,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-337,502976.567,2443909.316,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-364,502981.709,2443903.963,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-365,502980.814,2443905.525,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-366,502979.919,2443907.087,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-367,502979.024,2443908.649,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-368,502978.129,2443910.211,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-395,502983.271,2443904.859,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-396,502982.376,2443906.42,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-397,502981.481,2443907.982,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-398,502980.586,2443909.544,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-399,502979.691,2443911.106,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-426,502984.833,2443905.754,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-427,502983.938,2443907.316,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-428,502983.043,2443908.877,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-429,502982.148,2443910.439,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-430,502981.253,2443912.001,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-457,502986.395,2443906.649,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-458,502985.5,2443908.211,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-459,502984.605,2443909.772,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-460,502983.71,2443911.334,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-461,502982.815,2443912.896,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-548,502992.643,2443910.229,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-549,502991.748,2443911.791,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-550,502990.853,2443913.353,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-551,502989.958,2443914.915,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-552,502989.063,2443916.477,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-579,502994.205,2443911.124,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-580,502993.31,2443912.686,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-581,502992.415,2443914.248,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-582,502991.52,2443915.81,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-583,502990.625,2443917.372,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-610,502995.767,2443912.019,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-611,502994.872,2443913.581,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-612,502993.977,2443915.143,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-613,502993.082,2443916.705,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-614,502992.187,2443918.267,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-641,502997.329,2443912.915,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-642,502996.434,2443914.476,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-643,502995.539,2443916.038,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-644,502994.644,2443917.6,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-645,502993.749,2443919.162,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-672,502998.891,2443913.81,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-673,502997.996,2443915.372,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-674,502997.101,2443916.933,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-675,502996.206,2443918.495,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-676,502995.311,2443920.057,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-703,503000.453,2443914.705,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-704,502999.558,2443916.267,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-705,502998.663,2443917.828,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-706,502997.768,2443919.39,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-707,502996.873,2443920.952,6.25,0.6,18.5,Power Transformer Foundation #2 (Centre),,,,,,
CMC-798,503004.244,2443918.952,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-799,503003.349,2443920.514,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-800,503002.454,2443922.076,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-827,503006.701,2443918.285,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-828,503005.806,2443919.847,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-829,503004.911,2443921.409,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-830,503004.016,2443922.971,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-831,503003.121,2443924.533,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-832,503008.263,2443919.18,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-833,503007.368,2443920.742,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-834,503006.473,2443922.304,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-835,503005.578,2443923.866,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-836,503004.683,2443925.428,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-863,503009.825,2443920.076,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-864,503008.93,2443921.637,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-865,503008.035,2443923.199,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-866,503007.14,2443924.761,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-867,503006.245,2443926.323,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-894,503011.387,2443920.971,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-895,503010.492,2443922.532,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-896,503009.597,2443924.094,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-897,503008.702,2443925.656,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-898,503007.807,2443927.218,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-925,503012.949,2443921.866,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-926,503012.054,2443923.428,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-927,503011.159,2443924.989,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-928,503010.264,2443926.551,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-929,503009.369,2443928.113,6.25,0.6,18.5,Power Transformer Foundation #3 (East),,,,,,
CMC-2,502968.815,2443907.755,6.25,0.6,10,Septic Tank Foundation,,,,,,
CMC-361,502956.365,2443945.573,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-362,502955.371,2443947.309,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-363,502954.376,2443949.044,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-392,502958.101,2443946.568,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-393,502957.106,2443948.303,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-394,502956.112,2443950.038,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-423,502959.836,2443947.562,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-424,502958.842,2443949.298,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-425,502957.847,2443951.033,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-454,502961.572,2443948.557,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-455,502960.577,2443950.292,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-456,502959.583,2443952.028,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-485,502963.308,2443949.551,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-486,502962.313,2443951.287,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-487,502961.319,2443953.022,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-515,502965.043,2443950.546,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-516,502964.049,2443952.281,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-517,502963.054,2443954.017,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-545,502966.779,2443951.541,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-546,502965.784,2443953.276,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-547,502964.79,2443955.011,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-576,502968.514,2443952.535,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-577,502967.52,2443954.271,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-578,502966.525,2443956.006,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-607,502970.25,2443953.53,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-608,502969.255,2443955.265,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-609,502968.261,2443957,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-638,502971.985,2443954.524,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-639,502970.991,2443956.26,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-640,502969.996,2443957.995,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-669,502973.721,2443955.519,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-670,502972.726,2443957.254,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-671,502971.732,2443958.99,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-700,502975.457,2443956.513,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-701,502974.462,2443958.249,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-702,502973.468,2443959.984,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-735,502977.192,2443957.508,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-736,502976.198,2443959.243,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
CMC-737,502975.203,2443960.979,6.25,0.6,14.5,Shunt Reactor Foundation,,,,,,
